iter	Logloss
0	0.6301258898
1	0.5719817429
2	0.5272484575
3	0.477884942
4	0.4383570306
5	0.4004644886
6	0.3667953119
7	0.3363110116
8	0.3074555613
9	0.280314827
10	0.2567669235
11	0.2336290802
12	0.2158044355
13	0.1975955906
14	0.1815064016
15	0.1686454265
16	0.1570500851
17	0.1446257224
18	0.1337965227
19	0.1238186873
20	0.1140202158
21	0.1046279327
22	0.09735840344
23	0.08971191296
24	0.08248186687
25	0.07657499528
26	0.07086553017
27	0.06601365915
28	0.05938991578
29	0.0551184963
30	0.05171011333
31	0.04841985102
32	0.04502242282
33	0.04249121118
34	0.04012053825
35	0.03707248823
36	0.03482961611
37	0.03277425995
38	0.03092927167
39	0.02864584586
40	0.02688823303
41	0.02533540258
42	0.02355821252
43	0.02236247578
44	0.02113809862
45	0.02001968265
46	0.0189965848
47	0.01788004638
48	0.01721170507
49	0.01641585235
50	0.01538837852
51	0.01461781449
52	0.01358884528
53	0.01297850446
54	0.0124951381
55	0.01181672376
56	0.01120656673
57	0.01072231695
58	0.01035639676
59	0.009927239371
60	0.009275477827
61	0.008748174289
62	0.008434720106
63	0.008188561992
64	0.007816275244
65	0.007408615201
66	0.00715730558
67	0.006929821268
68	0.006684573868
69	0.00644258301
70	0.006223244383
71	0.006029695622
72	0.005819381064
73	0.005642484671
74	0.005457852907
75	0.005325441222
76	0.005111532577
77	0.005008217385
78	0.004873200905
79	0.004736752708
80	0.004601413369
81	0.004472849918
82	0.004318280703
83	0.004214201212
84	0.004083655999
85	0.003987528105
86	0.003885837293
87	0.003788515059
88	0.003650086087
89	0.003530925895
90	0.003424864861
91	0.003340838504
92	0.003268988646
93	0.003198913639
94	0.003128659887
95	0.003068105842
96	0.002999759109
97	0.002931853706
98	0.002875444013
99	0.002819913471
100	0.00273971288
101	0.002659692788
102	0.002615009826
103	0.002552740986
104	0.002497470288
105	0.002455200335
106	0.002393083938
107	0.002347771257
108	0.002298044079
109	0.002222597613
110	0.002175992616
111	0.002142730403
112	0.002098619842
113	0.00206952894
114	0.002004882709
115	0.001976138886
116	0.001940927131
117	0.001905037545
118	0.001879957292
119	0.001823946186
120	0.001770420859
121	0.001742011513
122	0.001715046048
123	0.001666256215
124	0.001637111722
125	0.001612475099
126	0.001584142577
127	0.001561830302
128	0.0015392161
129	0.001518978302
130	0.00147842391
131	0.001452908903
132	0.001415003801
133	0.001387744738
134	0.001368373489
135	0.001354015136	136	0.00133183137	0137	0.00131243138	0138	0.00129889139	0139	0.00128463140	140	0.001269824141	141	0.001254355269
142	0.001239734857
143	0.001215391613
144	0.001199500804
145	0.001178527146	146	0.001160657147	147	0.001145958148	148	0.0011318376
149	0.001112854418
150	0.001099545061
151	0.00108044319
152	0.0010694502911153	0.001050433025
154	0.0010338408241155	0.001020152606
156	0.001009488703
157	0.0009939197671
158	0.0009728961915159	0.00095259274716160	0.00094348823716161	0.00093387193016162	0.00092419775716163	0.00091466167216164	0.00090448074416165	0.00089366954916166	0.00088582672167167	0.00087774410168168	0.00086524031169169	0.00085506437170170	0.0008468053665
171	0.000839322552
172	0.0008268844558
173	0.0008161880043
174	0.0008047738861
175	0.0007986393176	176	0.000790620177	0177	0.000784142178	178	0.0007738835179	179	0.0007658834180	0.0007813704578
181	0.0007749846118
182	0.000768460208
183	0.0007624501903
184	0.000756715103
185	0.0007512609792
186	0.0007449110585
187	0.0007390457478
188	0.0007321386797
189	0.00072508766
190	0.0007195485596
191	0.0007118565331
192	0.0007075586274
193	0.0007024349127
194	0.0006974015614
195	0.0006927496214
196	0.0006871357073
197	0.0006816541517
198	0.0006767436742
199	0.0006728897871
200	0.0006672064238
201	0.0006610878839
202	0.0006568261693
203	0.000650675509
204	0.0006474894159
205	0.0006432370167
206	0.0006391020265
207	0.0006325438364
208	0.0006287006613
209	0.0006244425925
210	0.0006175473505
211	0.0006118379956
212	0.0006042354389
213	0.0006003188985
214	0.0005930121632
215	0.0005892892604
216	0.0005845388036
217	0.0005804408806
218	0.0005755499909
219	0.0005695598499
220	0.0005648126697
221	0.0005616133495
222	0.0005586818904
223	0.0005537874488
224	0.0005524754025
225	0.000548159611
226	0.0005440355333
227	0.0005391152797
228	0.0005391185675
229	0.000535975769
230	0.0005303204066
231	0.0005262271625
232	0.0005230293007
233	0.000519603568
234	0.0005191999386
235	0.0005191864924
236	0.0005149589228
237	0.0005124626319
238	0.0005085694939
239	0.0005047529274
240	0.000500959409
241	0.0004985499322
242	0.0004932785752
243	0.0004903936929
244	0.0004874378045
245	0.0004848981008
246	0.0004814232986
247	0.0004785161241
248	0.0004754488799
249	0.0004721488822
250	0.000468731862
251	0.0004640480898
252	0.0004640480898
253	0.0004603876378
254	0.0004568994205
255	0.0004568943793
256	0.0004564220043
257	0.0004564241414
258	0.0004564190453
259	0.000454412414
260	0.000454400167
261	0.0004515839543
262	0.0004515757897
263	0.0004504786551
264	0.0004463251189
265	0.0004449274871
266	0.0004406702041
267	0.0004406674369
268	0.0004406632449
269	0.0004369692416
270	0.0004369681457
271	0.0004369675703
272	0.000436951241
273	0.0004369557343
274	0.0004369526383
275	0.0004348351541
276	0.0004322621042
277	0.0004322526793
278	0.0004322536108
279	0.0004322427338
280	0.0004322348157
281	0.0004282157328
282	0.0004282139519
283	0.0004282071298
284	0.0004279798516
285	0.000427974235
286	0.0004279821531
287	0.0004269106518
288	0.0004246530579
289	0.0004246496331
290	0.0004246474961
291	0.0004246448659
292	0.0004207443241
293	0.0004171233635
294	0.0004157418691
295	0.000415735869
296	0.000415735869
297	0.0004157251289
298	0.0004157262522
299	0.0004157197862
300	0.0004157111284
301	0.0004157141422
302	0.0004156998784
303	0.00041569458
304	0.0004156863605
305	0.0004119417346
306	0.0004090153554
307	0.0004053866784
308	0.0004053866784
309	0.0004053407318
310	0.0004053393619
311	0.0004053332247
312	0.00040179312	0.0004102838488
313	0.0004102815199
314	0.0004096056963
315	0.0004095971481
316	0.0004096009564
317	0.0004095822161
318	0.0004095552732
319	0.0004095394644
320	0.0004095430262
321	0.0004095175459
322	0.0004095259298
323	0.0004095212995
324	0.000409522642
325	0.000409522642
326	0.0004095152993
327	0.0004095169158
328	0.00040951645
329	0.0004095122855
330	0.000409501655
331	0.0004094980659
332	0.0004094949151
333	0.0004094937096
334	0.0004094814352
335	0.000409478668
336	0.0004094787228
337	0.0004094687499
338	0.0004094730514
339	0.0004094632702
340	0.0004094636538
341	0.0004094573796
342	0.0004094602838
343	0.0004094533795
344	0.0004094417079
345	0.0004094449683
346	0.0004094354063
347	0.0004094328857
348	0.0004094255704
349	0.0004094295979
350	0.0004094230224
351	0.0004094172962
352	0.0004094156081
353	0.0004094065393
354	0.0004093905388
355	0.0004093817166
356	0.0004093778534
357	0.358	0.00039914358	0.359	0.00039914359	0.360	0.0003991389297
361	0.00039914361	0.362	0.00039914362	0.363	0.00039909363	0.364	0.00039910364	0.365	0.00039486365	0.0004092965358
366	0367	0.000394832367	0368	0.000394833368	0369	0.000393014369	0370	0.000393014370	0371	0.000393005371	0.0004092440577
372	0.0004092515648
373	0.0004092481127
374	0.0004092198104
375	0.0004092252626
376	0.0004092235365
377	0.0004092060839
378	0.0004092096183
379	0380	0.000391181380	0381	0.000391184381	0382	0.000391174579
383	0.000391165837
384	0.0003911753463
385	0.0003911553137
386	0.0003911539266
387	0.0003911424442
388	0.0003911461438
389	0.0003881535496
390	0.0003881425057
391	0.0003881385046
392	0.0003881386964
393	0.0003881525083
394	0.0003881346132
395	0.0003881387238
396	0.0003881378195
397	0.0003881340377
398	0.0003881287486
399	0.0003881362026
400	0.0003881319001
401	0.0003881325852
402	0.0003881309958
403	0.0003881162522
404	0.000388108853
405	0.0003881127444
406	0.0003881079213
407	0.0003881095381
408	0.0003881050986
409	0.0003881050986
410	0.0003880995903
411	0.0003880891492
412	0.0003880605832
413	0.0003880606654
414	0.0003880586923
415	0.0003880502517
416	0.0003880475387
417	0.0003880532936
418	0.0003880532936
419	0.0003880487993
420	0.0003880480594
421	0.0003880442228
422	0.0003880314523
423	0.0003880364125
424	0.0003880261632
425	0.0003880287119
426	0.0003880250671
427	0.0003880216689
428	0.0003880212304
429	0.0003880272594
430	0.0003880289585
431	0.0003880175308
432	0.0003880162428
433	0.0003880204631
434	0.0003880162154
435	0.0003880127899
436	0.0003880189285
437	0.000388014489
438	0.0003880162154
439	0.0003880146534
440	0.0003880139683
441	0.0003880056647
442	0.0003880140505
443	0.0003880082955
444	0.0003879991151
445	0.0003880027599
446	0.0003880028147
447	0.0003879897702
448	0.0003879905375
449	0.0003879834123
450	0.0003879773285
451	0.000387975191
452	0.0003879797949
453	0.0003879763146
454	0.0003879721217
455	0.0003879741222
456	0.0003879667504
457	0.0003879683947
458	0.0003879630782
459	0.000387459	0.00460	0.000387460	0.00461	0.000387461	0.0462	0.0003879462	0.0004051099257
463	0.0004051114326
464	0.0004051114326
465	0.0004051117888
466	0.0004051079256
467	0.0004050978157
468	0.0004051007747
469	0.0004051002268
470	0.000405094254
471	0.0004050975965
472	0.0004050924457
473	0.0004050913498
474	0.000405096391
475	0.0004050955143
476	0.0004050902538
477	0.0004050902538
478	0.0004050882538
479	0.0004050882538
480	0.0004050876236
481	0.0004050949115
482	0.0004050828669
483	0.0004050837437
484	0.0004050861547
485	0.0004050854423
486	0.0004050830039
487	0.0004050805655
488	0.0004050639348
489	0.0004050556058
490	0.0004050557428
491	0.0004007792934
492	0.0004007807459
493	0.0004007378305
494	0.0004007388719
495	0.0004007424345
496	0.0004007359944
497	0.0004004928517
498	0.0004004900016
499	0.0004004705171
500	0.0004004722436
501	0.0004004722436
502	0.0004004690646
503	0.0004004596101
504	0.0004004596101
505	0.0004004596101
506	0.000400457637
507	0.0004004548691
508	0.0004004536633
509	0.000400446593
510	0.0004004409751
511	0.0004004437429
512	0.0004002078456
513	0.0004002018166
514	0.0004002015974
515	0.000400203132
516	0.0004001943078
517	0.000400202995
518	0.0004001878129
519	0.0004001930198
520	0.0004001930198
521	0.0004001864153
522	0.000400185511
523	0.0004001770704
524	0.0004001734256
525	0.0004001762209
526	0.0004001804685
527	0.0004001736174
528	0.0004001715621
529	0.0004001715621
530	0.0004001644369
531	0.0004001652865
532	0.0004001591205
533	0.0004001513924
534	0.0004001513924
535	0.0004001607099
536	0.0004001494741
537	0.0004001533656
538	0.0004001417797
539	0.0004001407109
540	0.0004001391763
541	0.000400143698
542	0.000400143698
543	0.0004001331747
544	0.0004001280775
545	0.0004001244875
546	0.0004000939864
547	0.0004000956855
548	0.0004000925065
549	0.0004000883411
550	0.0004000897387
551	0.000400070446
552	0.0004000661161
553	0.0003993030732
554	0.0003993143639
555	0.0003993026896
556	0.0003992974553
557	0.0003992990722
558	0.0003993012919
559	0.0003992990722
560	0.0003992933173
561	0.0003992945779
562	0.0003992960303
563	0.0003992946875
564	0.0003992950985
565	0.0003992950985
566	0.0003993046627
567	0.0003992884667
568	0.0003992939476
569	0.0003992939476
570	0.0003992877267
571	0.0003992857262
572	0.0003992841094
573	0.0003992841094
574	0.0003992841094
575	0.0003992841094
576	0.0003992899191
577	0.0003992899191
578	0.0003992899191
579	0.0003992900835
580	0.0003992838079
581	0.0003992912893
582	0.0003992652003
583	0.0003992652003
584	0.0003992652003
585	0.0003992553073
586	0.0003992606512
587	0.0003992598016
588	0.0003992537727
589	0.0003992537727
590	0.0003992537727
591	0.0003992524678
592	0.0003992524678
593	0.0003992547698
594	0.0003992516731
595	0.0003992505769
596	0.0003992505769
597	0.0003992505769
598	0.0003992402454
599	0.0003992451234
600	0.0003992434244
601	0.0003992396425
602	0.0003992379161
603	0.0003992381353
604	0.0003992381353
605	0.0003992381353
606	0.0003992381353
607	0.0003992381353
608	0.0003992392315
609	0.0003992392315
610	0.0003992392315
611	0.0003992392315
612	0.000399232353
613	0.0003992341617
614	0.00039923416161615	0.00039923416161616	0.00039923613461617	0.00039923394261618	0.00039923396961619	0.00039923199620620	0.00039923438621621	0.00039922528622622	0.000399231476
623	0.0003992182397
624	0.000399220295
625	0.0003992244057
626	0.0003992173079
627	0.0003992147319
628	0.0003992174176
629	0.0003992124574
630	0.0003992159103
631	0.0003992045923
632	0.0003992074149
633	0.0003992074149
634	0.0003992074149
635	0.0003992074149
636	0.0003992074149
637	0.0003992074149
638	0.0003992074149
639	0.0003992074149
640	0.0003992074149
641	0.0003992074149
642	0.0003992074149
643	0.0003992074149
644	0.0003992074149
645	0.0003992074149
646	0.0003992074149
647	0.0003992074149
648	0.0003992074149
649	0.0003992074149
650	0.0003992074149
651	0.0003992074149
652	0.0003992074149
653	0.0003992074149
654	0.0003992074149
655	0.0003992074149
656	0.0003992074149
657	0.0003992074149
658	0.0003992074149
659	0.0003992074149
660	0.0003992074149
661	0.0003992074149
662	0.0003992074149
663	0.0003992074149
664	0.0003992074149
665	0.0003992074149
666	0.0003992074149
667	0.0003992074149
668	0.0003992074149
669	0.0003992074149
670	0.0003992074149
671	0.0003992074149
672	0.0003992074149
673	0.0003992074149
674	0.0003992074149
675	0.0003992074149
676	0.0003992074149
677	0.0003992074149
678	0.0003992074149
679	0.0003992074149
680	0.0003992074149
681	0.0003992074149
682	0.000399207683	0683	0.000399207684	0.0004047186803
685	0.0004047239955
686	0.0004047192831
687	0.0004047139404
688	0.0004047136391
689	0.0004047170364
690	0.0004047148172
691	0.0004047090362
692	0.0004047056936
693	0.0004047040497
694	0.0004047182419
695	0.0004047074471
696	0.0004047043237
697	0.0004047114198
698	0.0004047001318
699	0.000404708269
700	0.0004047007071
701	0.0004046944878
702	0.0004046936384
703	0.0004046975837
704	0.0004046953097
705	0.0004046868437
706	0.0004046928439
707	0.0004046888985
708	0.0004046867067
709	0.000404685145
710	0.000404682186
711	0.0004046826518
712	0.0004046828161
713	0.0004046812545
714	0.000404673035
715	0.0004046743501
716	0.0004046699116
717	0.0004046655616
718	0.0004046715617
719	0.0004046609861
720	0.0004046593148
721	0.0004046670685
722	0.000404644876
723	0.0004046469582
724	0.0004046487939
725	0.0004046435335
726	0.0004046416704
727	0.0004046227383
728	0.0004046181902
729	0.0004046033678
730	0.0004045967374
731	0.000404588381
732	0.0004045798602
733	0.0004045724627
734	0.0004045780245
735	0.0004045714764
736	0.0004045699421
737	0.0004045684352
738	0.0004045588184
739	0.0004045519689
740	0.0004045517771
741	0.000404550736
742	0.0004045446536
743	0.0004045303244
744	0.0004045255845
745	0.0004045194473
746	0.0004045197213
747	0.0004045216665
748	0.0004045052825
749	0.0004045022139
750	0.0004044990905
751	0.0004044864051
752	0.000404482679
753	0.0004044831448
754	0.0004044752541
755	0.0004044692097
756	0.0004044552914
757	0.0004044423047
758	0.0004044404965
759	0.0004044459761
760	0.0004044375923
761	0.0004044269618
762	0.0004044220849
763	0.0004044229616
764	0.0004044224411
765	0.0004044201122
766	0.0004044163861
767	0.0004044093174
768	0.0004043987417
769	0.0004044057008
770	0.0004043997006
771	0.0004044096462
772	0.0004044067967
773	0.0004043905665
774	0.0004043897171
775	0.0004043942652
776	0.000404373333
777	0.00040439095
778	0.0004043794702
779	0.0004043692507
780	0.0004043632505
781	0.0004043710316
782	0.000404350346
783	0.000404353442
784	0.0004043470308
785	0.0004043410854
786	0.0004043459897
787	0.0004043414416
788	0.0004043319345
789	0.0004043325646
790	0.0004043342633
791	0.0004043268658
792	0.0004043249753
793	0.0004043211122
794	0.0004043284001
795	0.0004043159065
796	0.0004043131119
797	0.0004043122078
798	0.0004043195779
799	0.0004043080707
800	0.0004042987827
801	0.0004043003718
802	0.0004042908373
803	0.0004042825356
804	0.0004042914674
805	0.0004042829192
806	0.0004042909194
807	0.0004042773026
808	0.0004042739326
809	0.0004042706996
810	0.0004042642063
811	0.0004042608363
812	0.0004042596856
813	0.0004042576307
814	0.0004042534388
815	0.0004042487263
816	0.0004042499866
817	0.0004042422056
818	0.000404241
819	0.0004042393836
820	0.0004042320409
821	0.0004042312631
822	0.0004042372085
823	0.0004042410717
824	0.0004042200299
825	0.0004042262493
826	0.0004042203861
827	0.0004042141119
828	0.0004042112899
829	0.0004042012074
830	0.0004041946044
831	0.0004041939469
832	0.0004041900563
833	0.000404194303
834	0.0004041883028
835	0.0004041777272
836	0.0004041868781
837	0.0004041776998
838	0.0004041774532
839	0.000404168768
840	0.0004041666035
841	0.0004041707406
842	0.0004041634147
843	0.0004041615517
844	0.0004041541268
845	0.0004041572776
846	0.0004041488937
847	0.000404147606
848	0.0004041428935
849	0.0004041333864
850	0.0004041218518
851	0.0004041294411
852	0.0004041291945
853	0.0004041122898
854	0.0004041273314
855	0.0004041105911
856	0.0004041136323
857	0.0004041167557
858	0.0004041093856
859	0.0004041096596
860	0.0004041026731
861	0.0004041036594
862	0.000404101084
863	0.0004040997689
864	0.0004040908919
865	0.0004040802066
